169.708,572.0
169.709,523.0
169.71,462.0
169.711,400.0
169.712,386.0
169.713,430.0
169.714,499.0
169.715,543.0
169.716,565.0
169.717,531.0
169.718,466.0
169.719,403.0
169.72,392.0
169.721,424.0
169.722,492.0
169.723,556.0
169.724,569.0
169.725,526.0
169.726,457.0
169.727,404.0
169.728,386.0
169.729,414.0
169.73,490.0
169.731,555.0
169.732,574.0
169.733,533.0
169.734,470.0
169.735,400.0
169.736,377.0
169.737,423.0
169.738,492.0
169.739,545.0
169.74,559.0
169.741,526.0
169.742,452.0
169.743,395.0
169.744,387.0
169.745,427.0
169.746,508.0
169.747,578.0
169.748,608.0
169.749,562.0
169.75,510.0
169.751,463.0
169.752,443.0
169.753,463.0
169.754,530.0
169.755,581.0
169.756,582.0
169.757,527.0
169.758,436.0
169.759,355.0
169.76,306.0
169.761,333.0
169.762,392.0
169.763,464.0
169.764,499.0
169.765,482.0
169.766,429.0
169.767,379.0
169.768,363.0
169.769,409.0
169.77,492.0
169.771,568.0
169.772,601.0
169.773,577.0
169.774,510.0
169.775,445.0
169.776,419.0
169.777,452.0
169.778,525.0
169.779,572.0
169.78,593.0
169.781,558.0
169.782,483.0
169.783,417.0
169.784,406.0
169.785,442.0
169.786,509.0
169.787,578.0
169.788,595.0
169.789,548.0
169.79,487.0
169.791,430.0
169.792,406.0
169.793,445.0
169.794,519.0
169.795,580.0
169.796,583.0
169.797,556.0
169.798,492.0
169.799,432.0
169.8,405.0
169.801,436.0
169.802,499.0
169.803,560.0
169.804,602.0
169.805,565.0
169.806,490.0
169.807,431.0
169.808,410.0
169.809,428.0
169.81,500.0
169.811,564.0
169.812,586.0
169.813,556.0
169.814,489.0
169.815,428.0
169.816,398.0
169.817,433.0
169.818,509.0
169.819,577.0
169.82,598.0
169.821,551.0
169.822,483.0
169.823,417.0
169.824,406.0
169.825,446.0
169.826,516.0
169.827,576.0
169.828,600.0
169.829,561.0
169.83,491.0
169.831,434.0
169.832,412.0
169.833,447.0
169.834,514.0
169.835,573.0
169.836,591.0
169.837,563.0
169.838,502.0
169.839,437.0
169.84,416.0
169.841,446.0
169.842,505.0
169.843,557.0
169.844,589.0
169.845,556.0
169.846,485.0
169.847,419.0
169.848,397.0
169.849,422.0
169.85,488.0
169.851,557.0
169.852,584.0
169.853,544.0
169.854,472.0
169.855,405.0
169.856,385.0
169.857,430.0
169.858,497.0
169.859,555.0
169.86,568.0
169.861,537.0
169.862,476.0
169.863,406.0
169.864,388.0
169.865,416.0
169.866,488.0
169.867,555.0
169.868,574.0
169.869,531.0
169.87,466.0
169.871,409.0
169.872,389.0
169.873,416.0
169.874,480.0
169.875,550.0
169.876,574.0
169.877,545.0
169.878,480.0
169.879,423.0
169.88,402.0
169.881,433.0
169.882,499.0
169.883,548.0
169.884,579.0
169.885,548.0
169.886,489.0
169.887,431.0
169.888,413.0
169.889,441.0
169.89,500.0
169.891,575.0
169.892,601.0
169.893,576.0
169.894,507.0
169.895,435.0
169.896,404.0
169.897,431.0
169.898,512.0
169.899,582.0
169.9,610.0
169.901,575.0
169.902,503.0
169.903,433.0
169.904,408.0
169.905,450.0
169.906,520.0
169.907,580.0
169.908,608.0
169.909,569.0
169.91,490.0
169.911,436.0
169.912,416.0
169.913,441.0
169.914,509.0
169.915,569.0
169.916,586.0
169.917,552.0
169.918,493.0
169.919,430.0
169.92,407.0
169.921,437.0
169.922,504.0
169.923,562.0
169.924,594.0
169.925,568.0
169.926,491.0
169.927,423.0
169.928,404.0
169.929,449.0
169.93,506.0
169.931,574.0
169.932,604.0
169.933,574.0
169.934,506.0
169.935,435.0
169.936,409.0
169.937,435.0
169.938,515.0
169.939,576.0
169.94,601.0
169.941,566.0
169.942,500.0
169.943,434.0
169.944,409.0
169.945,439.0
169.946,510.0
169.947,579.0
169.948,601.0
169.949,575.0
169.95,490.0
169.951,431.0
169.952,409.0
169.953,443.0
169.954,524.0
169.955,572.0
169.956,590.0
169.957,561.0
169.958,497.0
169.959,429.0
169.96,403.0
169.961,437.0
169.962,507.0
169.963,567.0
169.964,588.0
169.965,566.0
169.966,496.0
169.967,431.0
169.968,404.0
169.969,424.0
169.97,484.0
169.971,561.0
169.972,597.0
169.973,565.0
169.974,495.0
169.975,428.0
169.976,402.0
169.977,421.0
169.978,502.0
169.979,575.0
169.98,602.0
169.981,569.0
169.982,509.0
169.983,440.0
169.984,402.0
169.985,434.0
169.986,500.0
169.987,567.0
169.988,599.0
169.989,582.0
169.99,515.0
169.991,449.0
169.992,448.0
169.993,472.0
169.994,544.0
169.995,609.0
169.996,639.0
169.997,595.0
169.998,533.0
169.999,466.0
170.0,416.0
170.001,415.0
170.002,464.0
170.003,500.0
170.004,500.0
170.005,478.0
170.006,420.0
170.007,366.0
170.008,338.0
170.009,372.0
170.01,446.0
170.011,504.0
170.012,544.0
170.013,528.0
170.014,495.0
170.015,455.0
170.016,442.0
170.017,443.0
170.018,503.0
170.019,575.0
170.02,612.0
170.021,593.0
170.022,523.0
170.023,458.0
170.024,435.0
170.025,457.0
170.026,516.0
170.027,576.0
170.028,603.0
170.029,581.0
170.03,504.0
170.031,435.0
170.032,418.0
170.033,445.0
170.034,511.0
170.035,582.0
170.036,612.0
170.037,579.0
170.038,516.0
170.039,458.0
170.04,429.0
170.041,457.0
170.042,517.0
170.043,586.0
170.044,624.0
